Public_ID	Family_ID	Zygosity	Sex	Duplicate	OtherTwin	NRD	nSNPs	Depth	Singletons	TsTv	Discord	Het	HomAlt	NumRelationsIBD0125	PiHat0125	PCAfail	SexCheck	ALSPAC_Pop_Strat_QC	ALSPAC_Relatedness_QC	ALSPAC_Other_QC	PhenoNum	SeqQCPass	PopQCPass	RelQCPass	CotwinQCPass	DuplicateQCPass	Pass
UK10K_341641	UK10K791	Dizygotic	female	NA	NA	0.431	3386747	5.864	5447	2.092	0.25	24.31	12.4	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_34364	UK10K928	Dizygotic	female	NA	NA	NA	3412198	5.955	4837	2.089	0.73	23.73	12.69	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
UK10K_34482	UK10K1040	Dizygotic	female	NA	NA	0.408	3398104	6.136	4760	2.089	0.25	22.99	13.23	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_34506	UK10K1433	Monozygotic	female	NA	NA	0.417	3391068	6.227	4950	2.091	0.2	24.66	12.13	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_34519	UK10K1626	Monozygotic	female	NA	NA	0.415	3384155	6.182	5484	2.087	0.34	23.99	11.92	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_34539	UK10K219	Monozygotic	female	NA	NA	0.393	3391538	5.864	4695	2.088	0.19	22.89	12.94	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
UK10K_345800	UK10K901	Dizygotic	female	NA	NA	0.501	3440376	6.273	14202	2.091	0.18	23.66	12.8	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_34594	UK10K345	Monozygotic	female	NA	NA	0.427	3385340	5.864	5189	2.092	0.26	24.3	12.78	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_34598	UK10K1302	Monozygotic	female	NA	NA	0.444	3385354	5.818	4548	2.091	0.21	24.16	12.17	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_34641	UK10K1848	Monozygotic	female	NA	NA	0.374	3374993	6.545	5958	2.092	0.14	24.91	11.52	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_346546	UK10K114	Dizygotic	female	NA	UK10K_16633	0.406	3393935	5.318	3004	2.092	0.24	24.1	12.81	0	UK10K_16633	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_34656	UK10K1557	Monozygotic	female	NA	NA	0.413	3384802	6.136	5435	2.088	0.23	22.72	12.81	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_34775	UK10K872	Monozygotic	female	NA	NA	0.47	3385275	5.773	6238	2.088	0.3	23.35	12.54	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_348091	UK10K1795	Dizygotic	female	NA	NA	2.307	3407205	5.318	4579	2.093	1.11	26.07	11.24	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
UK10K_34830	UK10K375	Dizygotic	female	NA	NA	0.476	3406664	5.045	4946	2.091	0.21	23.97	11.55	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
UK10K_34859	UK10K776	Monozygotic	female	NA	NA	0.538	3376687	4.818	3883	2.091	0.22	23.7	11.49	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_34882	UK10K160	Dizygotic	female	NA	NA	0.485	3394641	4.955	5546	2.09	0.28	23.9	12.15	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_34894	UK10K322	Dizygotic	female	NA	NA	NA	3396341	5.318	4288	2.09	0.84	24.53	12.21	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_34910	UK10K727	Monozygotic	female	NA	NA	0.493	3377711	5.273	4815	2.092	0.13	22.57	13.51	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_34912	UK10K1388	Monozygotic	female	NA	NA	0.25	3389322	8.682	6601	2.091	0.13	23.44	12.21	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_34938	UK10K216	Monozygotic	female	NA	NA	0.447	3390482	5.773	5051	2.088	0.17	24.25	12.71	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_34942	UK10K1628	Monozygotic	female	NA	NA	0.508	3378344	4.955	4767	2.091	0.25	23.99	12.41	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_34986	UK10K1296	Dizygotic	female	NA	NA	NA	3366958	6	4555	2.09	0.88	23.39	12.25	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_350222	UK10K921	Dizygotic	female	NA	NA	0.47	3391078	4.909	4150	2.09	0.12	25.1	11.58	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
UK10K_352459	UK10K1380	Dizygotic	female	NA	NA	0.493	3374764	5.636	4621	2.09	0.28	23.71	12.05	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_353293	UK10K1013	Dizygotic	female	NA	NA	0.414	3381017	5.773	5091	2.091	0.23	22.91	12.83	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_353790	UK10K1286	Monozygotic	female	NA	NA	NA	3383798	5.045	4875	2.092	0.25	23.67	12.52	0	NA	NA	NA	NA	NA	NA	15	yes	yes	yes	yes	yes	yes
UK10K_35416	UK10K1019	Dizygotic	female	NA	NA	NA	3384843	5.773	3993	2.092	0.7	23.47	12.25	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
UK10K_35495	UK10K1759	Dizygotic	female	NA	NA	NA	3389084	5.727	5220	2.091	0.78	23.61	12.06	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
UK10K_35497	UK10K1812	Dizygotic	female	NA	NA	NA	3388655	7.409	5680	2.092	0.73	23.22	12.25	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_355403	UK10K1293	Monozygotic	female	NA	NA	0.431	3394603	5.864	5081	2.091	0.24	23.86	12.93	0	NA	NA	NA	NA	NA	NA	19	yes	yes	yes	yes	yes	yes
UK10K_35591	UK10K721	Dizygotic	female	NA	NA	NA	3399356	5	4525	2.089	0.87	23.58	12.92	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_356266	UK10K1445	Dizygotic	female	NA	NA	0.469	3390006	4.909	4680	2.089	0.32	24.27	13.52	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_357414	UK10K603	Dizygotic	female	NA	UK10K_137904	0.485	3377690	5.409	2546	2.087	0.24	23.1	12.72	0	UK10K_137904	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
UK10K_359085	UK10K1860	Dizygotic	female	NA	NA	NA	3363515	5.864	4539	2.088	0.82	22.58	13.15	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
UK10K_35994	UK10K1492	Monozygotic	female	NA	NA	0.417	3397525	5.909	5119	2.093	0.2	23.75	12.5	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_360141	UK10K1171	Dizygotic	female	NA	UK10K_156543	0.402	3386742	5.455	2533	2.091	0.17	23.88	12.96	0	UK10K_156543	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
UK10K_361542	UK10K1010	Dizygotic	female	NA	NA	0.463	3391686	6.182	5247	2.093	0.23	23.76	12.77	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
UK10K_36281	UK10K239	Monozygotic	female	NA	NA	NA	3402379	5.864	5311	2.09	0.23	22.77	12.82	0	NA	NA	NA	NA	NA	NA	13	yes	yes	yes	yes	yes	yes
UK10K_366083	UK10K1200	Dizygotic	female	NA	NA	0.341	3400736	6.636	5348	2.09	0.19	23.31	12.74	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
UK10K_36652	UK10K205	Dizygotic	female	NA	NA	0.518	3417292	5.773	10133	2.094	0.31	25.83	11.97	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
UK10K_368427	UK10K1191	Dizygotic	female	NA	NA	NA	3386366	5.909	5079	2.087	0.76	22.69	12.21	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
UK10K_370999b	UK10K946	Dizygotic	female	NA	NA	NA	3387478	6.182	5386	2.088	0.21	23.43	12.74	0	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	yes	yes	yes
UK10K_372165	UK10K1902	Dizygotic	female	NA	NA	0.459	3375847	5.5	3814	2.089	0.22	23.75	13.1	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
UK10K_3741	UK10K72	Dizygotic	female	NA	NA	1.467	3397167	6.364	5159	2.092	0.85	24.61	11.64	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_3792	UK10K902	Dizygotic	female	NA	NA	0.434	3408664	5.818	4774	2.091	0.19	22.86	12.63	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_379401	UK10K940	Dizygotic	female	NA	NA	0.44	3361301	5.818	4885	2.086	0.18	22.4	11.56	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_380486	UK10K991	Dizygotic	female	NA	NA	0.728	3387751	4.955	4225	2.091	0.4	23.91	12.53	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_381925	UK10K936	Dizygotic	female	NA	NA	0.489	3389639	5.682	5941	2.093	0.28	23.85	12.17	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
UK10K_38426	UK10K659	Dizygotic	female	NA	UK10K_140078	0.374	3364637	5.909	2935	2.091	0.18	24.65	12.02	0	UK10K_140078	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
UK10K_385028	UK10K1370	Monozygotic	female	NA	NA	NA	3378549	6.682	5533	2.091	0.22	23.07	12.81	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_386256	UK10K1479	Dizygotic	female	NA	NA	0.42	3390346	6.182	5146	2.09	0.12	23.92	12.68	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_386455	UK10K807	Dizygotic	female	NA	NA	0.394	3382233	5.864	4581	2.095	0.17	23.28	12.12	0	NA	NA	NA	NA	NA	NA	17	yes	yes	yes	yes	yes	yes
UK10K_386540	UK10K781	Dizygotic	female	NA	NA	0.484	3407806	6.045	5493	2.087	0.19	23.95	12.4	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_387467	UK10K1255	Dizygotic	female	NA	NA	0.552	3410388	5.727	7218	2.09	0.19	24.12	12.41	0	NA	NA	NA	NA	NA	NA	5	yes	yes	yes	yes	yes	yes
UK10K_388368	UK10K874	Dizygotic	female	NA	NA	0.416	3394487	6.227	5140	2.092	0.24	23.69	11.98	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
UK10K_39290	UK10K314	Dizygotic	female	NA	NA	0.517	3377394	4.773	4805	2.09	0.18	23.09	12.39	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_395412	UK10K1754	Dizygotic	female	NA	NA	0.427	3404015	5.864	6135	2.087	0.19	24.94	12.06	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_397376	UK10K1776	Dizygotic	female	NA	NA	0.436	3397651	6.636	5304	2.09	0.17	23.61	12.42	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_398020	UK10K1162	Monozygotic	female	NA	NA	0.426	3392068	5.682	4862	2.089	0.19	23.78	12.26	0	NA	NA	NA	NA	NA	NA	26	yes	yes	yes	yes	yes	yes
UK10K_398556	UK10K1526	Dizygotic	female	NA	NA	0.386	3386411	6	5352	2.09	0.22	23.49	11.86	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
UK10K_4012	UK10K555	Monozygotic	female	NA	NA	0.386	3367173	5.773	4846	2.093	0.17	21.89	12.21	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
UK10K_404070	UK10K1519	Monozygotic	female	NA	NA	0.44	3399419	5.909	6946	2.091	0.21	24.17	12.43	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_405728	UK10K1461	Dizygotic	female	NA	NA	0.448	3379865	5	4460	2.09	0.25	23.65	12.89	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_405931	UK10K892	Dizygotic	female	NA	NA	0.377	3386173	6.818	5397	2.092	0.2	23.47	12.36	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_406720	UK10K882	Dizygotic	female	NA	NA	0.684	3421981	4.864	8002	2.094	0.41	24.15	12.82	0	NA	NA	NA	NA	NA	NA	23	yes	yes	yes	yes	yes	yes
UK10K_408997	UK10K1012	Dizygotic	female	NA	NA	0.39	3395791	6.682	6352	2.09	0.13	24.38	12.19	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_413040	UK10K1917	Dizygotic	female	NA	NA	0.396	3381173	6.5	5927	2.091	0.25	22.29	13.67	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
UK10K_414709	UK10K1359	Dizygotic	female	NA	NA	0.517	3391127	4.818	4318	2.091	0.12	23.17	12.97	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_415641	UK10K1023	Dizygotic	female	NA	NA	0.492	3380061	4.864	4535	2.09	0.16	22.65	12.31	0	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	yes	yes	yes
UK10K_415654	UK10K685	Dizygotic	female	NA	NA	0.411	3407930	5.818	4934	2.09	0.14	23.35	12.23	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
UK10K_417688	UK10K1073	Dizygotic	female	NA	NA	0.492	3398939	5.364	4511	2.087	0.25	24.28	12.17	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_422295	UK10K913	Dizygotic	female	NA	NA	0.5	3386198	5.045	4398	2.089	0.26	22.59	13.14	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
UK10K_42456	UK10K646	Dizygotic	female	NA	NA	3.541	3381854	4.773	4363	2.09	2.24	22.7	12.44	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_42978	UK10K368	Dizygotic	female	NA	NA	0.248	3499174	12.591	36384	2.091	0.1	24.9	12.16	0	NA	NA	NA	NA	NA	NA	40	yes	no	yes	yes	yes	no
UK10K_431136	UK10K1515	Dizygotic	female	NA	NA	0.484	3386568	5.818	6238	2.09	0.19	22.98	12.94	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_431294	UK10K1268	Dizygotic	female	NA	NA	0.447	3365282	5.591	4842	2.089	0.29	22.91	12.98	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_434435	UK10K1328	Dizygotic	female	NA	NA	0.382	3390821	6.636	5149	2.089	0.16	23.95	11.63	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_434455	UK10K1267	Dizygotic	female	NA	NA	0.37	3384894	6.818	5371	2.092	0.19	25.29	13.25	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
UK10K_4364	UK10K706	Dizygotic	female	NA	NA	0.585	3370829	4.727	3931	2.086	0.31	23.02	12.82	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_44234	UK10K169	Dizygotic	female	NA	NA	0.406	3391601	4.955	4808	2.092	0.07	21.28	13.61	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_443932	UK10K1488	Dizygotic	female	NA	NA	0.522	3386601	4.818	5081	2.089	0.23	23.86	11.9	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
UK10K_444842	UK10K1190	Dizygotic	female	NA	NA	0.375	3410025	6.773	6929	2.092	0.22	25.02	12.13	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_44537	UK10K338	Monozygotic	female	NA	NA	0.452	3389235	5	4621	2.092	0.25	24.08	11.91	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_4456	UK10K220	Dizygotic	female	NA	UK10K_489741	0.448	3393901	5.318	2827	2.09	0.34	24.6	12.11	0	UK10K_489741	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
UK10K_448264	UK10K1753	Dizygotic	female	NA	NA	0.459	3397592	4.955	4282	2.09	0.17	23.15	12.39	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
UK10K_4487	UK10K1661	Dizygotic	female	NA	NA	NA	3389645	5	4646	2.09	1.44	25.92	11.43	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_451354	UK10K104	Monozygotic	female	NA	UK10K_20099	0.436	3376076	5	891	2.092	0.19	22.57	13.86	0	UK10K_20099	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_451657	UK10K1132	Dizygotic	female	NA	NA	0.49	3404709	5.864	7464	2.092	0.12	23.5	12.8	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_45577	UK10K175	Dizygotic	female	NA	NA	0.415	3379748	5.864	4683	2.092	0.21	22.97	12.3	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_457420	UK10K1528	Dizygotic	female	NA	NA	0.462	3406191	5.227	4973	2.091	0.19	23.46	12.19	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_458202	UK10K1477	Dizygotic	female	NA	NA	0.379	3379252	6.545	5835	2.091	0.19	24	12.21	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_458334	UK10K1167	Dizygotic	female	NA	NA	0.355	3390478	6.773	5681	2.087	0.17	22.19	12.66	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
UK10K_45936	UK10K1273	Dizygotic	female	NA	NA	0.477	3380689	5.682	4999	2.089	0.19	22.57	12.93	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
UK10K_4657	UK10K115	Dizygotic	female	NA	UK10K_715654	0.481	3372733	5.227	2967	2.091	0.17	22.97	12.56	0	UK10K_715654	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
UK10K_468486	UK10K700	Dizygotic	female	NA	UK10K_269317	0.366	3403185	6.773	3753	2.09	0.18	22.74	12.3	0	UK10K_269317	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_470509	UK10K1158	Dizygotic	female	NA	NA	0.402	3376065	6.545	4962	2.087	0.13	23.29	13.19	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_476470	UK10K1416	Monozygotic	female	NA	NA	0.409	3392822	5.818	5427	2.093	0.24	23.23	12.96	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
UK10K_478874	UK10K291	Dizygotic	female	NA	UK10K_89961	0.495	3385163	5.136	2752	2.091	0.22	24.98	11.3	0	UK10K_89961	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
UK10K_48059	UK10K554	Dizygotic	female	NA	NA	0.446	3407093	5.273	4737	2.088	0.24	22.18	13.37	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_484374	UK10K1895	Dizygotic	female	NA	NA	0.415	3387600	5.909	5469	2.092	0.2	23.95	12.61	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
UK10K_48513	UK10K595	Dizygotic	female	NA	NA	0.47	3390328	5.682	4971	2.092	0.34	22.55	13.14	0	NA	NA	NA	NA	NA	NA	22	yes	yes	yes	yes	yes	yes
UK10K_486883	UK10K1361	Dizygotic	female	NA	NA	0.404	3385924	5.773	4604	2.093	0.17	22.98	13.08	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_488445	UK10K735	Dizygotic	female	NA	UK10K_206091	0.425	3408948	6.409	4825	2.094	0.19	23.42	12.94	0	UK10K_206091	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
UK10K_489018	UK10K1460	Monozygotic	female	NA	NA	0.439	3394706	5	4473	2.093	0.19	23.76	12.24	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_489741	UK10K220	Dizygotic	female	NA	UK10K_4456	0.336	3388494	5.818	3170	2.094	0.18	23.61	12.23	0	UK10K_4456	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
UK10K_49036	UK10K253	Monozygotic	female	NA	NA	NA	3380788	4.864	4299	2.089	0.29	24.19	12.1	0	NA	NA	NA	NA	NA	NA	7	yes	yes	yes	yes	yes	yes
UK10K_49471	UK10K762	Dizygotic	female	NA	NA	0.484	3394934	4.955	4819	2.089	0.25	24.46	12.21	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_498358	UK10K1911	Dizygotic	female	NA	NA	0.398	3370940	5.864	4803	2.093	0.22	23.17	12.82	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_503917	UK10K1835	Dizygotic	female	NA	NA	0.461	3374241	6.364	5623	2.09	0.21	24.44	11.24	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_509558	UK10K1385	Dizygotic	female	NA	NA	0.368	3387590	6.227	4780	2.089	0.19	24.56	12.31	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_5112	UK10K1782	Dizygotic	female	NA	NA	NA	3394059	5.364	4313	2.088	0.7	23.58	11.53	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
UK10K_516918	UK10K1391	Dizygotic	female	NA	NA	0.428	3386001	5.864	4328	2.09	0.21	24.13	12.68	0	NA	NA	NA	NA	NA	NA	22	yes	yes	yes	yes	yes	yes
UK10K_522137	UK10K1691	Dizygotic	female	NA	NA	0.475	3388499	5.273	4619	2.087	0.22	23.96	11.84	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
UK10K_52321	UK10K182	Dizygotic	female	NA	UK10K_156489	0.381	3403913	5.818	2796	2.09	0.15	23.06	13.33	0	UK10K_156489	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
UK10K_525495	UK10K1693	Dizygotic	female	NA	NA	0.453	3383822	5.727	5258	2.087	0.12	23.31	12.29	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
UK10K_52883	UK10K306	Dizygotic	female	NA	NA	0.466	3390342	6.182	4472	2.089	0.16	22.66	12.77	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_53420	UK10K699	Dizygotic	female	NA	NA	0.455	3396125	5.091	4372	2.09	0.24	22.89	12.58	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_53424	UK10K439	Dizygotic	female	NA	NA	NA	3379571	5.818	6462	2.093	0.29	24.31	12.42	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_5377	UK10K161	Dizygotic	female	NA	NA	0.463	3426542	6.545	11510	2.09	0.12	23.72	13.02	0	NA	NA	NA	NA	NA	NA	26	yes	yes	yes	yes	yes	yes
UK10K_538105	UK10K1745	Dizygotic	female	NA	NA	NA	3404429	5.818	4995	2.089	0.3	22.57	12.06	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_539989	UK10K1728	Dizygotic	female	NA	NA	0.7	3415500	4.864	8762	2.091	0.31	23.5	12.16	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_54104	UK10K1093	Dizygotic	female	NA	NA	0.588	3372128	5.864	4719	2.092	0.21	22.6	12.79	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
UK10K_545088	UK10K1749	Dizygotic	female	NA	NA	0.477	3382682	5.455	5006	2.092	0.25	24.7	11.92	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
UK10K_54655	UK10K772	Dizygotic	female	NA	NA	0.444	3379392	5.773	4708	2.086	0.2	24.46	12.44	0	NA	NA	NA	NA	NA	NA	25	yes	yes	yes	yes	yes	yes
UK10K_552198	UK10K1360	Dizygotic	female	NA	NA	0.41	3377064	5.818	5073	2.09	0.23	22.9	12.44	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
UK10K_559113	UK10K1766	Dizygotic	female	NA	NA	0.397	3368139	5.591	4247	2.089	0.19	22.63	13.03	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_55947	UK10K681	Dizygotic	female	NA	NA	0.451	3389754	6.682	7469	2.088	0.22	22.99	12.88	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
UK10K_56787	UK10K452	Dizygotic	female	NA	NA	0.39	3380669	5.864	5742	2.091	0.19	22.35	12.56	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
UK10K_568554	UK10K1462	Dizygotic	female	NA	NA	0.534	3371293	6.227	5320	2.09	0.29	24.5	12.1	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_580327	UK10K1431	Dizygotic	female	NA	NA	0.504	3386862	5.227	4443	2.093	0.21	24.37	12.48	0	NA	NA	NA	NA	NA	NA	20	yes	yes	yes	yes	yes	yes
UK10K_58255	UK10K380	Dizygotic	female	NA	NA	0.559	3392986	4.864	4718	2.092	0.23	21.94	12.91	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
UK10K_584623	UK10K1446	Dizygotic	female	NA	NA	0.462	3380440	5.727	4332	2.091	0.25	23.4	12.48	0	NA	NA	NA	NA	NA	NA	21	yes	yes	yes	yes	yes	yes
UK10K_58498	UK10K222	Dizygotic	female	NA	NA	0.442	3390391	6	5318	2.087	0.21	23.1	12.61	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
UK10K_58512	UK10K217	Dizygotic	female	NA	UK10K_981231	0.467	3406668	5.136	2830	2.09	0.26	22.82	13	0	UK10K_981231	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
UK10K_588432	UK10K1675	Dizygotic	female	NA	NA	0.446	3378134	5.864	4954	2.092	0.26	22.52	12.55	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
